Place_Id,Place_Name,Category,City,Tags
75,SnowBay Waterpark,Taman Hiburan,Jakarta,waterpark hadir wahana imajinatif konsep gunung salju tinggal atraksi air baik senang luas 3 hektar wisata sedia wahana wahana main air baik salah water park mati padat unjung musim libur unjung nikmat seru atraksi air pandang artistik tutup 70 kawasan salju unjung rasa lelah penat kurang saksi suasana salju eksotik unjung sambut rekreasi air kelas dunia konsep tualang kesima suguh aktivitas seru nikmat keluarga umur main air wahana tantang adrenalin cocok lepas stres
76,Taman Cattleya,Taman Hiburan,Jakarta,hadir taman cattleya manfaat masyarakat kota tengah situasi penat macet tumpuk kerja polusi ancam lokasi taman cattleya strategis bingung cari pa pekan lokasi taman cattleya pusat belanja kenal mall taman anggrek
77,Taman Hutan Tebet,Taman Hiburan,Jakarta,taman tebet bangun 1960 taman tunda 1970 mukim liar nama taman honda ala nama restorasi taman kerjasama pt honda prospect motor perintah provinsi dki jakarta taman luas m2 resmi gubernur dki jakarta fauzi bowo tanggal 28 juli ruang buka hijau manfaat warga jakarta aktivitas jalan tebet barat raya jalan tebet timur raya camat tebet kotamadya jakarta selatan kawasan taman milik anak sungai alir arah pasarminggu manggarai taman tebet lengkap fasilitas arena main anak olahraga arena olahraga bulu tangkis jogging track taman rawat tugas sedia musala kamar mandi gazebo fasilitas terapi refleksi
78,Hutan Kota Srengseng,Taman Hiburan,Jakarta,taman hutan mangrove pantai indah kapuk salah taman kenal jumpa universitas indonesia depok letak pinggir jakarta nama hutan kota srengseng sesuai nama kawasan wisata letak daerah srengseng kembang jakbar letak daerah mayor kebon jeruk rawa buaya hutan srengseng salah kawasan alam hijua jumpa daerah khusus ibukota jakarta srengseng sawah ya beda hadir taman kota peran sektor alam jakarta alami kembang pesat
79,Taman Spathodea,Taman Hiburan,Jakarta,objek wisata taman spathodea jagakarsa dki jakarta selatan jakarta salah wisata jl bagus raya camat jagakarsa kota jakarta selatan daerah khusus ibukota jakarta indonesia objek wisata taman spathodea jagakarsa dki jakarta selatan jakarta wisata ramai wisatawan libur daya tarik taman spathodea milik jenis tanam tanam pohon hias area taman danau tengah taman nyaman unjung fasilitas sedia taman spathodea lintas jogging kolam ikan outdoor gym taman main toilet parkir luas duduk nyaman taman spathodea buka wib kalo malam taman tutup
80,Plaza Indonesia,Pusat Perbelanjaan,Jakarta,plaza indonesia resmi 1990 lantai toko kelas luas m2 pusat belanja letak bundar hotel indonesia tepat antara jalan thamrin jalan kebon kacang raya kawasan bisnis utama indonesia lengkap hotel grand hyatt jakarta hotel bintang lantai 28 resmi buka hotel milik 300 kamar desain modern minimal eksklusif fasilitas plaza indonesia lanjut entertainment buka belah gedung bidik pangsa pasar anak muda gedung sambung jembatan keliling plaza indonesia lengkap gedung kantor the plaza office tower apartement the keraton grand hyatt indonesia kembang pt global land development tbk nama pt kridaperdana indahgraha tbk
81,Mall Thamrin City,Pusat Perbelanjaan,Jakarta,thamrin city thamrin city mall pusat belanja jakarta pusat lokasi letak 150 meter bundar hotel indonesia 300 meter pasar tanah abang tepat jl thamrin boulevard kebon kacang raya akses arah jl thamrin jl teluk betung jl kh ma mansyur
82,Museum Satria Mandala,Budaya,Jakarta,museum satria mandala museum sejarah juang tentara nasional indonesia letak jalan gatot subroto jakarta selatan museum resmi 1972 mantan presiden indonesia soeharto rumah salah istri mantan presiden indonesia soekarno istri nama ratna sari dewi soekarno museum temu koleksi alat perang indonesia lampau modern koleksi ranjau rudal torpedo tank meriam helikopter pesawat terbang pesawat cureng terbang marsekal udara agustinus adisucipto museum simpan benda sejarah kait tni aneka senjata berat ringan atribut tentara lingkung tni museum pamer tandu usung panglima jenderal soedirman gerilya sakit lawan duduk belanda era kompleks museum tni satriamandala museum waspada purbawisesa tampil diorama tni rakyat tumpas gerombol separatis jawa barat jawa aceh kalimantan selatan sulawesi selatan era fasilitas museum tni satriamandala taman baca anak kios cenderamata kantin gedung serbaguna kapasitas 600 kursi
83,Alive Museum Ancol,Taman Hiburan,Jakarta,museum tawar benda benda nila sejarah edukatif sulap wahana rekreasi seru objek foto beda alive museum ancol alive museum tampil seni rupa lukis 3 dimensi mana unjung foto latar nyata foto 3 dimensi foto nyata objek
84,Kawasan Kuliner BSM,Pusat Perbelanjaan,Jakarta,pecenongan kawasan kuliner bsm buka lokasi jalan thamrin jakarta pusat kawasan kuliner bsm makan murah favorit warga lancong kawasan kuliner jakarta hadir kios warung deret area khusus unjung susur jalur sempit kios pilih hidang kawasan kuliner bsm hadir hidang berat makan ringan unjung temu bakso nasi goreng aneka soto nasi padang nasi uduk pecel sete gudeg hidang ringan donat kentang jamur goreng sup buah kentang goreng agam goreng unjung bus trans jakarta koridor 1 blok halte bank indonesia seberang jalan gedung bank mandiri kawasan kuliner bsm mudah temu
85,Taman Pintar Yogyakarta,Taman Hiburan,Yogyakarta,taman pintar yogyakarta bahasa jawa hanacaraka taman pintar ngayogyakarta wahana wisata pusat kota yogyakarta tepat jalan panembahan senopati no yogyakarta kawasan benteng vredeburg taman madu wisata rekreasi edukasi lokasi taman pintar milik arena main sarana edukasi bagi zona akses langsung pusat buku eks shopping centre tambah nilai taman pintar rekreasi taman pintar alternatif wisata masyarakat yogyakarta wahana didik anak usia lengkap teknologi interaktif digital meta video pacu imajinasi anak tari teknologi 35 zona alat aga main edukatif
86,Keraton Yogyakarta,Budaya,Yogyakarta,keraton ngayogyakarta hadiningrat keraton yogyakarta bahasa jawa translit karaton ngayogyakarta hadiningrat istana resmi sultan ngayogyakarta hadiningrat lokasi kota yogyakarta keraton diri sri sultan hamengkubuwana i 1755 yogyakarta diri akibat pecah mataram islam janji giyanti keraton pecah keraton surakarta hadiningrat sunan surakarta raja surakarta dinasti mataram terus 2 raja sultan yogyakarta sunan surakarta total luas wilayah keraton yogyakarta capai 184 hektar liput area benteng baluwarti lor kidul gapura gladak kompleks masjid gedhe yogyakarta luas kedhaton inti keraton capai 13 hektar sultan yogyakarta resmi republik indonesia 1945 kompleks bangun keraton fungsi tinggal sultan rumah tangga istana jalan tradisi sultan keraton salah objek wisata kota yogyakarta kompleks keraton museum simpan koleksi milik sultan beri eropa replika pusaka keraton gamelan segi bangun keraton salah contoh arsitektur istana jawa baik milik mewah lapang paviliun luas
87,Sindu Kusuma Edupark (SKE),Taman Hiburan,Yogyakarta,sindu kusuma edupark ske destinasi rekreasi letak jogjakarta tujuh hektar kawasan taman selesai bangun 2014 wahana wahana main wahana ajar nikmat anggota keluarga wahana kenal ske bianglala wahana main ikon ske singapore milik flyer 165 meter malaysia eye 88 meter thailand asiatique 60 meter indonesia milik cakra manggilingan 48 meter tingkat asia tenggara bianglala mesti puas duduk peringkat enam bianglala tinggi tingkat nasional duduk peringkat
88,Museum Benteng Vredeburg Yogyakarta,Budaya,Yogyakarta,museum benteng vredeburg bahasa jawa translit musiyum b t ng vredeburg benteng letak gedung agung kraton sultan yogyakarta benteng museum bangun benteng diorama sejarah indonesia
89,De Mata Museum Jogja,Budaya,Yogyakarta,museum de mata salah museum isi lukis 3d dunia lukis 120 lukis milik konsep latar nyata ukur lukis museum de mata ukur capai 5 meter kategori lukis ornament lanscape olahraga kenal superhero lukis sirkus museum diri masyarakat habis libur tambah tahu museum tawar unik lukis mana rasa seru jalan jembatan kayu bawah jurang curam juang madam semburanapi panas ari mulut naga lukis nyata museum de mata hasil efek tipu mata
90,Kampung Wisata Taman Sari,Taman Hiburan,Yogyakarta,taman sari yogyakarta taman sari keraton yogyakarta hanacaraka tamansari ngayogyakarta situs bekas taman kebun istana keraton ngayogyakarta hadiningrat banding kebun raya bogor kebun istana bogor kebun bangun zaman sultan hamengku buwono i hb i taman sebut the fragrant garden milik luas 10 hektare 57 bangun gedung kolam mandi jembatan gantung kanal air danau buat serta pulau buat lorong air kebun efektif bentang barat daya kompleks kedhaton tenggara kompleks magang taman sari barat daya kompleks kedhaton
91,Situs Warungboto,Taman Hiburan,Yogyakarta,situs warungboto pesanggrahan rejawinangun salah bangun cagar budaya letak jalan veteran lurah warungboto camat umbulharjo kota yogyakarta daerah istimewa yogyakarta situs lokasi pesanggrahan mandi
92,Nol Kilometer Jl.Malioboro,Taman Hiburan,Yogyakarta,simpang simpang titik 0 km simpang simpang bilang titik kota jogja lokasi keraton yogyakarta diri daerah istimewa belah utara pusat ramai wisata jogja jalan malioboro nongkrong simpang titik nol kilometer rasa titik jogja syahdu titik 0 kilometer yogyakarta favorit wisatawan habis sore malam ramai saki wisatawan dar nongkrong duduk sedia empat
93,Gembira Loka Zoo,Cagar Alam,Yogyakarta,kebun binatang gembira loka gembira loka zoo singkat gl zoo bahasa jawa translit k bon raja g mbira loka kebun binatang kota yogyakarta isi spesies bahan dunia orang utan gajah asia simpanse harimau kebun binatang gembira loka daya tarik sendiri wisatawan yogyakarta gembira loka zoo rusak parah akibat gempa bumi yogyakarta renovasi kebun binatang gembira loka cari wisatawan
94,Sumur Gumuling,Taman Hiburan,Yogyakarta,sumur gumuling salah ibadah giat agama sumur gumuling masjid zaman perintah sri sultan hamengkubuwana i ii
95,Desa Wisata Sungai Code Jogja Kota,Taman Hiburan,Yogyakarta,kampung code lurah kotabaru camat gondokusuman kota yogyakarta lokasi persis rt 01 belah selatan jembatan gondolayu jl jenderal sudirman belah timur bantaran kali code belah kota yogyakarta kampung code letak persis bantaran kali code panjang arah selatan kontur tanah tebing mepet jl faridan noto warga usaha beli ban mobil mukim warga kampung code kampung jelma karya seni berkat jasa arsitek muka agama katolik romo yb manguwijaya
96,Alun Alun Selatan Yogyakarta,Taman Hiburan,Yogyakarta,selatan kenal kidul alkid letak belah selatan karaton yogyakarta bentuk tanah lapang luas pasir luas 160m x 160 keliling pagar tembok batu bata m tebal pagar tembok 30 cm runtuh rusak pagar tembok saksi pagar tembok bangun sri sultan hamengkubuwono vii perintah 1877 m
97,Monumen Yogya Kembali,Budaya,Yogyakarta,museum monumen yogya bahasa jawa translit monum n yogya kenal monumen jogja singkat monjali museum sejarah juang merdeka indonesia daerah istimewa yogyakarta kelola menteri pariwisata ekonomi kreatif museum utara kota kunjung ajar acara monumen bentuk kerucut 3 lantai lengkap ruang pustaka ruang serbaguna rana pintu masuk tulis 422 nama pahlawan gugur daerah wehrkreise iii ri tanggal 19 desember 1948 29 juni 4 ruang museum lantai 1 koleksi relief replika foto dokumen heraldika jenis senjata bentuk evokatif dapur suasana perang merdeka tandu dokar kereta kuda panglima jenderal soedirman simpan ruang museum nomor 2 monumen yogya alamat jl ring road utara kabupaten sleman daerah istimewa yogyakarta
98,Taman Pelangi Yogyakarta,Taman Hiburan,Yogyakarta,taman pelangi yogyakarta wisata malam tampil lampu lampion pelangi taman wisata letak jalan padjajaran nama jalan ring road utara lokasi museum monumen yogya monumen jogja yogyakarta taman pelangi milik 20 jenis main 25 stand makan stand minum taman pelangi nikmat sore malam jam jam malam lengkap sempurna taman pelangi banyak lampion nyala kesan tarik tenang pikir
99,Kampung Wisata Kadipaten,Budaya,Yogyakarta,kampung wisata kadipaten secaara wilayah lurah kadipaten camat kraton ada fungsi sangga obyek wisata kraton kasultanan yogyakarta sesuai potensi kampung wisata kadipaten angkat tema art and heritage turism brandinngnya kawasan kampung wisata unik spesifik sana bangun situs cagar busaya bangun dalem pangeran nama kadipaten konon asal nama kawasan sana bangun situs cagar budaya bangun dalem pangeran nama kadipaten konon asal nama kawasan sana tinggal kerabat kraton agung kraton
100,Taman Budaya Yogyakarta,Budaya,Yogyakarta,taman budaya yogyakarta tby hanacaraka bahasa jawa taman budaya ngayogyakarta sarana wisata letak jalan sri wedani no 1 yogyakarta tby milik kompleks gedung fungsi pamer tunjuk giat seni tby unit laksana teknis dinas uptd dinas budaya provinsi daerah istimewa yogyakarta fungsi tby pusat budaya dalam kembang olah pusat dokumentasi etalase informasi seni budaya pariwisata
101,Kampung Wisata Sosro Menduran,Budaya,Yogyakarta,kampung wisata sosromenduran kampung wisata unik ba multi culture akomodasi belanja fungsi sangga kawasan objek wisata malioboro wilayah kampung wisata sosromenduran lurah sosromenduran camat gedongtengen letak strategis samping kawasan malioboro stasiun kereta api tugu fasilitas pariwisata hotel homestay warung restoran travel money changer coffee rental mobil sepeda motor sepeda ontel tarik kampung wisata sosromenduran produsen souvenir kaos oblong jual jalan malioboro
102,Monumen Batik Yogyakarta,Budaya,Yogyakarta,perhati perintah megenai kebudayan batik budaya singgung langsung masyarakat jawa ingat batik nasional traveler monumen batik jogja perhati perintah megenai kebudayan batik budaya singgung langsung masyarakat jawa ingat batik nasional traveler monumen batik jogja
103,Tugu Pal Putih Jogja,Taman Hiburan,Yogyakarta,tugu yogyakarta jawa tugu ngayogyakarta landmark sejarah kota yogyakarta indonesia tugu tugu bangun simbol kawasan konseptualisasi kawasan latar sejarah tugu yogyakarta ikon sejarah kota tugu yogyakarta letak simpang jalan mangkubumi jalan sudirman jalan sangaji jalan dipenogoro kota
104,Tebing Breksi,Budaya,Yogyakarta,tebing breksi wisata wilayah kabupaten sleman lokasi belah selatan candi prambanan dekat candi ijo kompleks keraton boko lokasi wisata tebing breksi tepat desa sambirejo prambanan kabupaten sleman daerah istimewa yogyakarta 55572
105,Candi Donotirto,Budaya,Yogyakarta,lekat candi candi donotirto tinggal jaman yogyakarta bangun perintah belanda barat kaum adam timur kaum hawa alir 5 buah pancur air sumber sungai winogo 10 buah pancur rawat warga wc berat tangan sisih uang ganti biaya awat bersih
